category_name,name,api_poiName,api_poiBrand,name_ref_nrm,name_prov_nrm,location_distance_m,match,match_code,cnn_match,edit_distance_match,name_matching,cnn_name_match_score
Museum,museum of the city of merida,city museum of merida,[City Museum Of Merida],city merida,city merida,12.353848,True,1,True,True,1.0,0.99938315
Museum,museo ruta de plata,museo ruta de plata,[Museo Ruta De Plata],ruta plata,ruta plata,79.4439,True,1,True,True,1.0,0.9998291
Railway Station,nezahualpilli,nezahualpilli,[Nezahualpilli],nezahualpilli,nezahualpilli,6.0059743,True,1,True,True,1.0,0.9999909
Shopping Center,centro coyoacan,centro coyoacan,[Centro Coyoacán],centro coyoacan,centro coyoacan,50.84671,True,1,True,True,1.0,0.9999938
School,escuela primaria francisco garcia salinas,francisco garcia salinas,[Francisco García Salinas],primaria francisco garcia salinas,francisco garcia salinas,80.271675,True,1,True,True,1.0,0.9999999
Automotive Dealer,ford acapulco,ford guerrero,[Ford], ford , ford ,146.18484,True,1,True,True,1.0,0.9952228
Hotel Or Motel,hotel mexico,hotel mexico,[Hotel Mexico],mexico,mexico,2.7710109,True,1,True,True,1.0,0.9990345
Important Tourist Attraction,museo de arte abstracto manuel felguerez,museo de arte abstracto manuel felguerez,[Museo De Arte Abstracto Manuel Felguérez],museo arte abstracto manuel felguerez,museo arte abstracto manuel felguerez,14.866735,True,1,True,True,1.0,1.0
Airport,atlantic city,atlantic city international airport,[Atlantic City International Airport],atlantic city,atlantic city,799.4144,True,1,True,True,1.0,0.99882406
Airport,eagle county,eagle county regional airport,[Eagle County Regional Airport],eagle,eagle,383.69586,True,1,True,True,1.0,0.99981105
Airport,ouzinkie,ouzinkie airport,[Ouzinkie Airport],ouzinkie,ouzinkie,210.10547,True,1,True,True,1.0,0.9986357
Airport,skagway,skagway airport,[Skagway Airport],skagway,skagway,2387.0144,True,1,True,True,1.0,0.9999745
Airport,teterboro,teterboro airport,[Teterboro Airport],teterboro,teterboro,1009.07874,True,1,True,True,1.0,0.9989977
Camping Ground,shellmound campground,shellmound campground,[Shellmound Campground],shellmound campground,shellmound campground,508.5022,True,1,True,True,1.0,0.99999946
Shop,forever yours bridal and formal wear,forever yours bridal and formal wear,[Forever Yours Bridal and Formal Wear],forever yours bridal formal wear,forever yours bridal formal wear,40.161575,True,1,True,True,1.0,1.0
Camping Ground,furthurside campground,furthurside campground,[Furthurside Campground],furthurside campground,furthurside campground,172.1958,True,1,True,True,1.0,0.9999995
Bank,visions federal credit union,visions federal credit union atm,[Visions Federal Credit Union ATM],visions federal credit union,visions federal credit union atm,11.484977,True,1,True,True,1.0,0.99999946
School,st andrew apostle school,st andrew apostle church,[St Andrew Apostle Church],st andrew apostle,st andrew apostle church,111.635254,True,1,True,True,1.0,0.999893
Restaurant,the league kitchen tavern,the league kitchen tavern,[The League Kitchen & Tavern],league kitchen tavern,league kitchen tavern,109.584465,True,1,True,True,1.0,0.999891
Sports Center,northshore sports complex,northshore sports complex,[Northshore Sports Complex],northshore complex,northshore complex,10.418128,True,1,True,True,1.0,1.0
Market,south bay pavilion farmers market,fanzz south bay pavillion 8320,[Lids],south bay pavilion farmers,fanzz south bay pavillion 8320,93.82778,True,1,True,True,0.75,0.9995827
Camping Ground,starved rock state park campground,starved rock,[Starved Rock],starved rock state park campground,starved rock,1971.8834,True,1,True,True,1.0,0.9995841
Beach,san onofre beach,san onofre canyon,[San Onofre Canyon],san onofre,san onofre canyon,2204.7124,True,1,True,True,1.0,0.9993574
Restaurant,taco riendo,taco riendo,[Taco Riendo],taco riendo,taco riendo,9.062476,True,1,True,True,1.0,0.99842614
School,edison middle school,thomas edison middle school,[Thomas Edison Middle School],edison middle,thomas edison middle,358.73584,True,1,True,True,1.0,0.9998782
Shopping Center,wildwood north,wildwood north shopping center,[Wildwood North Shopping Center],wildwood north,wildwood north shopping center,27.743727,True,1,True,True,1.0,0.9997198
Bank,u s bank branch,us bank n a,[US Bank], us  bank , us  bank ,25.878542,True,1,True,True,1.0,0.99994993
Shopping Center,city centre,city centre,[City Centre],city centre,city centre,63.116627,True,1,True,True,1.0,0.99795073
Market,selam market,selam market,[Selam Market],selam,selam,55.526035,True,1,True,True,1.0,0.9993354
Bank,bb t,truist,[BB&T], bbandt , bbandt ,5.5034494,True,1,True,True,1.0,0.9992277
Camping Ground,port delmarva,port delmarva,[Port Delmarva],port delmarva,port delmarva,264.86652,True,1,True,True,1.0,0.99996954
Hotel Or Motel,red roof inn phoenix midtown,red roof inn phoenix midtown,[Red Roof Inn], red  roof  inn , red  roof  inn ,8.203501,True,1,True,True,1.0,0.9999396
Railway Station,ardsley on hudson,ardsley on hudson station,[Ardsley-on-Hudson Station],ardsley on hudson,ardsley on hudson,17.4663,True,1,True,True,1.0,0.9999472
Museum,japanese american national museum,japanese american national museum,[Japanese American National Museum],japanese american national,japanese american national,37.15195,True,1,True,True,1.0,1.0
Museum,argus museum,the argus museum,[The Argus Museum],argus,argus,0.0,True,1,True,True,1.0,0.999507
Market,excellent market,excellent market,[Excellent Market],excellent,excellent,11.961073,True,1,True,True,1.0,0.999879
Camping Ground,big rock campground,big rock campground,[Big Rock Campground],big rock campground,big rock campground,355.72818,True,1,True,True,1.0,0.99999654
Airport,newport state,newport state airport,[Newport State Airport],newport state,newport state,1036.5853,True,1,True,True,1.0,0.99938744
Airport,indiana county jimmy stewart,indiana county airport,[Indiana County Airport],indiana jimmy stewart,indiana,491.0447,True,1,True,True,1.0,0.9969568
Airport,north platte,north platte regional airport,[North Platte Regional Airport],north platte,north platte,1339.2983,True,1,True,True,1.0,0.99996424
Airport,visalia,visalia municipal airport,[Visalia Municipal Airport],visalia,visalia,879.911,True,1,True,True,1.0,0.999998
Restaurant,dairy queen grill chill,dq grill chill restaurant,[Dairy Queen], dairy  queen , dairy  queen ,7.2109847,True,1,True,True,1.0,0.9999833
Shop,c l smoke shop,c l smoke shop,[C & L Smoke Shop],c l smoke,c l smoke,8.972704,True,1,True,True,1.0,0.9994826
Shopping Center,turfway plaza,turfway plaza,[Turfway Plaza],turfway plaza,turfway plaza,292.7862,True,1,True,True,1.0,0.99980587
Market,peters market,peters mkt,[Peter's Mkt],peters,peters mkt,1.0560528,True,1,True,True,1.0,0.9927657
Place of Worship,gilgal pentecostal assembly,gilgal pentecostal assembly,[Gilgal Pentecostal Assembly],gilgal pentecostal assembly,gilgal pentecostal assembly,66.49585,True,1,True,True,1.0,0.99999976
Park and Recreation Area,caswell park,caswell park,[Caswell Park],caswell,caswell,45.38027,True,1,True,True,1.0,0.9998691
School,macarthur elementary school,douglas macarthur elementary school,[Douglas MacArthur Elementary School],macarthur elementary,douglas macarthur elementary,14.288452,True,1,True,True,1.0,0.9999595
Bank,unity bank,unity bank,[Unity Bank],unity,unity,62.44281,True,1,True,True,1.0,0.99867225
Camping Ground,haines creek rv village,haines creek rv village,[Haines Creek RV Village],haines creek rv village,haines creek rv village,62.67113,True,1,True,True,1.0,0.9999998
Sports Center,larson lifestyle center,larson lifestyle center,[Larson Lifestyle Center],larson lifestyle center,larson lifestyle center,137.25848,True,1,True,True,1.0,0.99999297
Bank,chase bank,chase wheaton university boulevard,[Chase], chase , chase ,4.0435634,True,1,True,True,1.0,0.9998831
Shopping Center,crossings of orlando,orlando crossings,[Orlando Crossings],crossings orlando,orlando crossings,121.806725,True,1,True,True,1.0,0.9999947
Bank,chase bank,chase,[Chase], chase , chase ,0.0,True,1,True,True,1.0,0.9998831
Restaurant,marias cafe restaurant inc,marias cafe,[Maria's Cafe],marias,marias,12.847023,True,1,True,True,1.0,0.99728453
Museum,museum of illusions,museum of illusions,[Museum Of Illusions],illusions,illusions,232.44868,True,1,True,True,1.0,0.9999939
Market,fays market,fays market,[Fay's Market],fays,fays,10.619745,True,1,True,True,1.0,0.9973399
Restaurant,las isabelas,las isabelas,[Las Isabelas],isabelas,isabelas,27.347181,True,1,True,True,1.0,0.9999755
Place of Worship,sunny place church of god,church of god,[Church of God],sunny place god,god,39.33205,True,1,True,True,1.0,0.9349741
Bank,bank of america with drive thru atm,bank of america,[Bank of America], bank  of  america , bank  of  america ,33.164455,True,1,True,True,1.0,0.99996185
Hotel Or Motel,motel 6 elkhart in,motel 6 elkhart in,[Motel 6], motel  6 , motel  6 ,46.847744,True,1,True,True,1.0,0.9966948
Park and Recreation Area,snake creek recreation area,snake creek recreation area,[Snake Creek Recreation Area],snake creek recreation area,snake creek recreation area,204.02652,True,1,True,True,1.0,0.99999714
Airport,lakeland,lakeland airport,[Lakeland Airport],lakeland,lakeland,736.9291,True,1,True,True,1.0,0.99981713
Place of Worship,newsoul church,newsoul church,[Newsoul Church],newsoul,newsoul,15.676189,True,1,True,True,1.0,0.99969023
Museum,museum of social justice,museum of social justice,[Museum Of Social Justice],social justice,social justice,177.62123,True,1,True,True,1.0,0.99991906
Shopping Center,foster village shopping center,foster village shopping center,[Foster Village Shopping Center],foster village shopping center,foster village shopping center,20.92433,True,1,True,True,1.0,1.0
Camping Ground,trap pond,trap pond state park,[Trap Pond State Park],trap pond,trap pond state park,643.5422,True,1,True,True,1.0,0.9963461
Shopping Center,kentwood towne center,kentwood town center,[Bath & Body Works],kentwood towne center,kentwood town center,47.32434,True,1,True,True,0.9800000190734864,0.9995468
Bank,wells fargo bank,wells fargo park central,[Wells Fargo], wells  fargo , wells  fargo ,50.789974,True,1,True,True,1.0,0.99999386
Hotel Or Motel,comfort inn auburn worcester,comfort inn auburn worcester,[Comfort Inn], comfort  inn , comfort  inn ,16.446857,True,1,True,True,1.0,0.99962574
Camping Ground,beaver creek campground,beaver creek campground,[Beaver Creek Campground],beaver creek campground,beaver creek campground,223.28046,True,1,True,True,1.0,0.99999976
Market,sargeants berry farm,sargeants berry farm,[Sargeant's Berry Farm],sargeants berry farm,sargeants berry farm,103.84316,True,1,True,True,1.0,0.9999903
Hotel Or Motel,dutch village motel,dutch village motel,[Dutch Village Motel],dutch village,dutch village,45.146008,True,1,True,True,1.0,0.9999978
Amusement Park,moreys piers beachfront water parks,moreys piers,[Morey's Piers],moreys piers beachfront water parks,moreys piers,415.2241,False,2,True,True,1.0,0.9999922
Automotive Dealer,car choice,car choice,[Car Choice],choice,choice,7.7634234,True,1,True,True,1.0,0.9984228
Beach,coast royale beach,coast royale beach,[Coast Royale Beach],coast royale,coast royale,117.508934,True,1,True,True,1.0,0.99999976
Market,thomas market,thomas market,[Thomas Market],thomas,thomas,11.273632,True,1,True,True,1.0,0.9995455
Beach,changs beach,changs beach,[Chang's Beach],changs,changs,286.96844,True,1,True,True,1.0,0.9999967
Automotive Dealer,a m finance,a m finance,[A & M Finance],a m finance,a m finance,10.32401,True,1,True,True,1.0,0.99930525
Place of Worship,east fairview church of the brethren,east fairview church of the brethren,[East Fairview Church of The Brethren],east fairview brethren,east fairview brethren,29.36191,True,1,True,True,1.0,0.99997324
Market,charlies market,charlies market,[Charlies Market],charlies,charlies,7.738114,True,1,True,True,1.0,0.99990493
School,lake havasu high school,lake havasu high school,[Lake Havasu High School],lake havasu high,lake havasu high,74.38947,True,1,True,True,1.0,0.9999845
Airport,afton,afton municipal airport,[Afton Municipal Airport],afton,afton,3549.149,True,1,True,True,1.0,0.9998967
Airport,asheville,asheville regional airport,[Asheville Regional Airport],asheville,asheville,403.64523,True,1,True,True,1.0,0.9999935
Airport,baltimore,baltimore washington international airport,[Baltimore-Washington International Airport],baltimore,baltimore washington,436.5849,True,1,True,True,1.0,0.99830985
Airport,kapalua,kapalua west maui airport,[Kapalua West Maui Airport],kapalua,kapalua maui,256.19086,True,1,True,True,1.0,0.99973893
Airport,mcalester,mcalester regional airport,[McAlester Regional Airport],mcalester,mcalester,33.402508,True,1,True,True,1.0,0.99995625
Airport,tri cities,tri cities regional tennessee virginia airport,[Tri-Cities Regional Tennessee-Virginia Airport],tri cities,tri cities tennessee virginia,656.3148,True,1,True,True,1.0,0.99381703
Market,tambuli market,tambuli oriental foods,[Tambuli Oriental Foods],tambuli,tambuli oriental foods,68.91734,True,1,True,True,1.0,0.9880081
Bank,wells fargo bank,wells fargo maryvale,[Wells Fargo], wells  fargo , wells  fargo ,16.303421,True,1,True,True,1.0,0.99999386
Shopping Center,turfway square,turfway square,[Turfway Square],turfway square,turfway square,220.82132,True,1,True,True,1.0,0.9999888
Museum,see science center,see science center,[See Science Center],see science center,see science center,3.6132421,True,1,True,True,1.0,0.9994429
Shopping Center,newark shopping center,newark shopping center,[T-Mobile],newark shopping center,newark shopping center,110.225815,True,1,True,True,1.0,0.9999967
Hotel Or Motel,the alameda motel,the alameda motel,[The Alameda Motel],alameda,alameda,9.779331,True,1,True,True,1.0,0.99952966
Bank,carson bank,carson bank,[Fidelity],carson,carson,59.04134,True,1,True,True,1.0,0.9774345
Camping Ground,lake emily county park,lake emily county park,[Lake Emily County Park],lake emily county park,lake emily county park,138.13087,True,1,True,True,1.0,0.99930906
Restaurant,joys tavern,joys tavern,[Joys Tavern],joys tavern,joys tavern,5.9330955,True,1,True,True,1.0,0.99995625
Bank,northwest bank,northwest bank,[Northwest Bank],northwest,northwest,5.670158,True,1,True,True,1.0,0.9999756
Restaurant,sams place,sams place,[Sam's Place],sams place,sams place,21.934217,True,1,True,True,1.0,0.9999986
Sports Center,woodloch springs sports complex,the sports complex at woodloch springs,[The Sports Complex at Woodloch Springs],woodloch springs complex,complex at woodloch springs,0.0,True,1,True,True,1.0,1.0
Museum,hillsborough county sheriffs office history center,hillsborough county sheriffs office history museum,[Hillsborough County Sheriff's Office History Museum],hillsborough county sheriffs office history center,hillsborough county sheriffs office history,8.610441,True,1,True,True,1.0,1.0
Park and Recreation Area,lotterdale cove recreation area,lotterdale cove recreation area,[Lotterdale Cove Recreation Area],lotterdale cove recreation area,lotterdale cove recreation area,73.08024,True,1,True,True,1.0,1.0
Important Tourist Attraction,the house on the rock,house on the rock,[House on the Rock],house on rock,house on rock,22.848133,True,1,True,True,1.0,0.99990636
School,derby hills elementary school,derby hills elementary school,[Derby Hills Elementary School],derby hills elementary,derby hills elementary,64.08085,True,1,True,True,1.0,0.9999974
